user_id,platform,country_tier,channel_tier,install_day,install_week,n_install_days,n_platforms,n_countries,n_channels,total_events,active_days_count,first_active_day,last_active_day,distinct_hours_count,retention_d1,retention_d2,retention_d3,retention_d4,retention_d5,retention_d6,retention_d7,events_d0,events_d1,events_d2,events_d3,events_d4,events_d5,events_d6,events_d7,session_count,session_days_count,ad_impression_count,ad_reward_count,ad_days_count,ad_revenue_usd_sum,ad_revenue_usd_mean,ad_revenue_usd_max,unique_ad_networks,unique_ad_placements,iap_count,iap_days_count,iap_revenue_usd_sum,iap_revenue_usd_mean,iap_revenue_usd_max,unique_products_bought,first_iap_day,last_iap_day,revenue_d0,revenue_d1,revenue_d2,revenue_d3,revenue_d4,revenue_d5,revenue_d6,revenue_d7,total_revenue_d7,ltv_d8_d180,active_day_span,avg_sessions_per_active_day,is_payer_d7,is_payer_d8_d180,ad_revenue_ratio_d7,iap_revenue_ratio_d7
18062,android,RU,bb16a88d,21,3,2,2,1,2,54,2,0,1,5,1,0,0,0,0,0,0,28,26,0,0,0,0,0,0,20,2,34,34,2,0.853994,0.025117470588235297,0.052669,5,4,0,0,0.0,0.0,0.0,0,-1,-1,0.462196,0.391798,0.0,0.0,0.0,0.0,0.0,0.0,0.853994,0.0,2,10.0,0,0,1.0,0.0
18063,ios,KZ,bb16a88d,27,3,2,2,2,2,76,6,0,7,10,1,1,0,0,1,1,1,7,27,2,0,0,33,1,6,8,2,68,68,4,0.168875,0.002483455882352941,0.005087,7,6,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.045302,0.00418,0.0,0.0,0.098675,0.0,0.020718,0.168875,6.956696000000001,8,1.3333333333333333,0,1,1.0,0.0
18064,android,FR,92247aa9,0,0,4,2,4,1,1352,5,0,6,14,1,1,1,0,0,1,0,648,504,189,2,0,0,9,0,0,0,1352,1352,5,9.533536,0.007051431952662722,0.087655,5,5,0,0,0.0,0.0,0.0,0,-1,-1,4.008897,4.097358,1.222452,0.171655,0.0,0.0,0.033174,0.0,9.533536,0.24437,7,0.0,0,1,1.0,0.0
18065,android,RU,92247aa9,14,2,4,1,3,4,165,8,0,7,13,1,1,1,1,1,1,1,73,35,9,34,8,2,2,2,56,8,109,109,7,1.272687,0.011676027522935778,0.041784,3,3,0,0,0.0,0.0,0.0,0,-1,-1,0.45442899999999997,0.37674,0.06653200000000001,0.29999,0.050411,0.0,0.005063,0.019522,1.272687,46.129318080438985,8,7.0,0,1,1.0,0.0
18066,android,IR,92247aa9,17,2,2,2,2,2,201,8,0,7,18,1,1,1,1,1,1,1,48,36,15,19,12,30,18,23,3,1,198,198,8,0.063124,0.0003188080808080808,0.002373,5,5,0,0,0.0,0.0,0.0,0,-1,-1,0.012865,0.010407,0.004329,0.006956,0.0074270000000000004,0.009457,0.00555,0.0061329999999999996,0.063124,1.0630780000000002,8,0.375,0,1,1.0,0.0
18067,android,RU,92247aa9,23,3,2,2,3,3,88,8,0,7,18,1,1,1,1,1,1,1,22,17,12,15,3,8,3,8,8,2,78,78,8,0.696156,0.008925076923076923,0.055802,4,3,2,1,8.193738481223662,4.096869240611831,7.03158932700999,2,0,0,8.389802481223661,0.120098,0.112826,0.124787,0.02172,0.059430000000000004,0.017347,0.043884,8.889894481223662,471.9719858652536,8,1.0,1,1,0.07830869100531514,0.9216913089946849
18068,android,RU,92247aa9,0,0,1,1,1,1,38,6,0,7,11,1,0,0,1,1,1,1,5,10,0,0,8,4,5,6,0,0,38,38,6,0.06176,0.0016252631578947368,0.002845,5,5,0,0,0.0,0.0,0.0,0,-1,-1,0.0097,0.017579,0.0,0.0,0.010215,0.005844,0.009056,0.009366,0.06176,3.489354,8,0.0,0,1,1.0,0.0
18069,ios,OTHER,92247aa9,7,1,1,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0,0,0.0,0.0
18070,android,IN,92247aa9,14,2,2,1,2,2,5,1,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,0,0,0.0,0.0
18071,android,TR,92247aa9,29,4,2,1,2,1,843,8,0,7,19,1,1,1,1,1,1,1,140,118,71,158,89,142,59,66,6,2,837,837,8,1.453435,0.0017364814814814814,0.012147,12,11,0,0,0.0,0.0,0.0,0,-1,-1,0.259643,0.142619,0.15820800000000002,0.144751,0.23243,0.233818,0.12391100000000001,0.158055,1.453435,10.554594000000002,8,0.75,0,1,1.0,0.0
18072,android,RU,1e3b259e,29,4,1,1,2,2,4,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,0,0,0.0,0.0
18073,android,KZ,92247aa9,18,2,2,1,2,2,164,7,0,7,17,1,0,1,1,1,1,1,7,12,0,29,58,33,15,10,2,1,162,162,7,0.641595,0.003960462962962963,0.099499,8,7,0,0,0.0,0.0,0.0,0,-1,-1,0.17206,0.063573,0.0,0.10473,0.20315,0.056463,0.026886,0.014733,0.641595,1.851632,8,0.2857142857142857,0,1,1.0,0.0
18074,ios,OTHER,92247aa9,29,4,2,2,2,1,433,8,0,7,24,1,1,1,1,1,1,1,111,49,68,39,31,61,22,52,54,8,379,379,8,5.629963,0.01485478364116095,0.339551,11,14,0,0,0.0,0.0,0.0,0,-1,-1,1.5913009999999999,0.498711,1.682127,0.717315,0.588515,0.485318,0.021095,0.045581,5.629963,2.945710000000001,8,6.75,0,1,1.0,0.0
18075,android,RU,bb16a88d,27,3,2,1,2,2,85,5,0,4,12,1,1,1,1,0,0,0,18,17,22,16,12,0,0,0,35,5,50,50,5,1.144044,0.022880880000000003,0.039924,5,5,0,0,0.0,0.0,0.0,0,-1,-1,0.175605,0.256816,0.35861,0.213338,0.139675,0.0,0.0,0.0,1.144044,0.0,5,7.0,0,0,1.0,0.0
18076,android,TR,bb16a88d,9,1,4,1,3,2,27,2,0,1,11,1,0,0,0,0,0,0,24,3,0,0,0,0,0,0,26,2,1,1,1,0.064555,0.064555,0.064555,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.064555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064555,0.011167,2,13.0,0,1,1.0,0.0
18077,android,OTHER,bb16a88d,10,1,2,1,2,2,9,3,0,5,5,0,0,0,1,1,0,0,5,0,0,0,3,1,0,0,9,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,0,0,0.0,0.0
18078,android,RU,92247aa9,16,2,2,1,2,1,195,8,0,7,19,1,1,1,1,1,1,1,34,28,12,34,28,15,18,26,0,0,195,195,8,0.089602,0.0004594974358974359,0.058695,6,6,0,0,0.0,0.0,0.0,0,-1,-1,0.005639,0.004202,0.002303,0.063928,0.004044,0.0018050000000000002,0.003446,0.004235,0.089602,1.1187969999999998,8,0.0,0,1,1.0,0.0
18080,android,RU,bb16a88d,17,2,3,1,3,2,478,8,0,7,23,1,1,1,1,1,1,1,39,21,50,103,64,90,73,38,18,2,460,460,8,2.416487,0.005253232608695652,0.034981,8,8,0,0,0.0,0.0,0.0,0,-1,-1,0.114696,0.089911,0.266495,0.560578,0.297646,0.506775,0.39385,0.186536,2.416487,12.980238,8,2.25,0,1,1.0,0.0
18081,ios,UK,92247aa9,3,0,3,2,3,3,67,3,0,2,9,1,1,0,0,0,0,0,31,35,1,0,0,0,0,0,23,3,44,44,2,5.200403,0.11819097727272726,0.260689,4,4,0,0,0.0,0.0,0.0,0,-1,-1,1.2195,3.980903,0.0,0.0,0.0,0.0,0.0,0.0,5.200403,0.0,3,7.666666666666667,0,0,1.0,0.0
18083,android,KR,92247aa9,8,1,2,1,2,1,267,8,0,7,22,1,1,1,1,1,1,1,38,28,35,55,43,21,18,29,0,0,267,267,8,1.843797,0.006905606741573034,0.059037,12,11,0,0,0.0,0.0,0.0,0,-1,-1,0.308789,0.12664,0.100194,0.427905,0.51044,0.138775,0.204504,0.02655,1.843797,30.90362,8,0.0,0,1,1.0,0.0
18084,android,TR,92247aa9,7,1,2,1,2,1,8,2,0,3,4,0,0,1,0,0,0,0,5,0,0,3,0,0,0,0,8,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4.0,0,0,0.0,0.0
18085,android,IR,92247aa9,11,1,1,1,1,1,32,5,0,7,8,1,0,0,1,1,0,1,16,4,0,0,1,5,0,6,0,0,32,32,5,0.02687,0.0008396875,0.002151,5,5,0,0,0.0,0.0,0.0,0,-1,-1,0.013075999999999999,0.004147,0.0,0.0,0.00105,0.003431,0.0,0.005166,0.02687,0.125347,8,0.0,0,1,1.0,0.0
18086,android,RU,92247aa9,14,2,2,1,2,2,288,8,0,7,15,1,1,1,1,1,1,1,40,52,70,45,34,31,1,15,3,1,285,285,8,0.527256,0.0018500210526315787,0.009918,8,7,0,0,0.0,0.0,0.0,0,-1,-1,0.069116,0.096123,0.118032,0.067876,0.079104,0.059209,0.001727,0.036069,0.527256,4.666591,8,0.375,0,1,1.0,0.0
18088,android,RU,92247aa9,0,0,1,1,1,1,3,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,0,0,0.0,0.0
18089,android,IN,92247aa9,15,2,3,1,3,2,196,8,0,7,21,1,1,1,1,1,1,1,63,25,41,32,11,4,11,9,10,4,186,186,8,0.266757,0.0014341774193548389,0.118997,4,3,0,0,0.0,0.0,0.0,0,-1,-1,0.06403400000000001,0.008402,0.03254,0.019086,0.009591,0.122045,0.00196,0.009099,0.266757,13.737013,8,1.25,0,1,1.0,0.0
18090,android,IR,92247aa9,16,2,2,1,2,2,6,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6.0,0,0,0.0,0.0
18091,android,RU,bb16a88d,9,1,2,1,1,2,214,8,0,7,18,1,1,1,1,1,1,1,43,14,17,42,11,6,46,35,3,2,211,211,8,0.948451,0.004495028436018958,0.009998,7,7,0,0,0.0,0.0,0.0,0,-1,-1,0.222484,0.07843,0.094137,0.173285,0.051602,0.029360999999999998,0.183782,0.11537,0.948451,17.710347000000002,8,0.375,0,1,1.0,0.0
18092,android,UA,92247aa9,7,1,1,1,1,1,120,8,0,7,14,1,1,1,1,1,1,1,12,5,5,13,20,22,18,25,0,0,120,120,8,0.482587,0.004021558333333333,0.021648,8,8,0,0,0.0,0.0,0.0,0,-1,-1,0.051114,0.042325,0.020895,0.055247,0.059038,0.102456,0.061985,0.089527,0.482587,13.942871,8,0.0,0,1,1.0,0.0
18094,android,UK,bb16a88d,22,3,2,1,2,2,9,3,0,5,4,0,0,0,1,1,0,0,6,0,0,0,1,2,0,0,9,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,0,0,0.0,0.0
18095,android,NL,92247aa9,1,0,1,1,1,1,17,5,1,7,3,1,0,1,1,1,0,1,0,2,0,6,3,3,0,3,0,0,17,17,5,0.541003,0.03182370588235294,0.053552,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.09207499999999999,0.0,0.236577,0.09327200000000001,0.060807,0.0,0.058272,0.541003,5.576297,7,0.0,0,1,1.0,0.0
18096,android,FR,0a1068d4,20,2,3,1,2,3,24,6,0,5,5,1,1,1,1,1,0,0,17,3,1,1,1,1,0,0,17,6,7,7,1,0.383025,0.054717857142857144,0.060625,2,2,0,0,0.0,0.0,0.0,0,-1,-1,0.383025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383025,0.0,6,2.8333333333333335,0,0,1.0,0.0
18097,android,VN,92247aa9,16,2,2,1,2,1,462,8,0,7,16,1,1,1,1,1,1,1,69,45,29,54,52,44,89,80,3,1,459,459,8,1.023818,0.002230540305010893,0.004574,8,8,0,0,0.0,0.0,0.0,0,-1,-1,0.157558,0.112302,0.062485,0.109598,0.11410899999999999,0.088078,0.200209,0.179479,1.023818,14.158912000000004,8,0.375,0,1,1.0,0.0
18098,android,OTHER,bb16a88d,0,0,2,1,2,2,97,8,0,7,20,1,1,1,1,1,1,1,15,13,18,15,11,11,9,5,32,8,65,65,8,0.113264,0.001742523076923077,0.010599,8,7,0,0,0.0,0.0,0.0,0,-1,-1,0.014732,0.020850999999999998,0.016695,0.014215,0.009431,0.014014,0.006796,0.016530000000000003,0.113264,1.4698400000000005,8,4.0,0,1,1.0,0.0
18099,android,JP,8ad56f16,21,3,1,1,1,1,14,7,0,7,6,1,1,1,1,0,1,1,5,1,2,3,1,0,1,1,13,7,1,1,1,0.209318,0.209318,0.209318,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.209318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209318,0.0,8,1.8571428571428572,0,0,1.0,0.0
18100,android,RU,92247aa9,28,4,1,1,1,1,1118,8,0,7,22,1,1,1,1,1,1,1,240,156,79,99,192,141,128,83,0,0,1118,1118,8,1.183789,0.001058845259391771,0.003375,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.249834,0.156164,0.148847,0.105886,0.212202,0.113902,0.124623,0.072331,1.183789,22.642714999999995,8,0.0,0,1,1.0,0.0
18101,android,UZ,92247aa9,26,3,2,1,3,2,259,8,0,7,17,1,1,1,1,1,1,1,101,13,5,44,22,28,21,25,2,1,257,257,8,0.300793,0.0011704007782101166,0.005717,10,9,0,0,0.0,0.0,0.0,0,-1,-1,0.101114,0.007716,0.004476,0.079976,0.034292,0.010277,0.029099,0.033843,0.300793,3.292615,8,0.25,0,1,1.0,0.0
18102,android,IR,92247aa9,19,2,3,1,3,3,203,8,0,7,18,1,1,1,1,1,1,1,23,26,27,28,13,28,28,30,15,4,188,188,8,0.038547,0.00020503723404255317,0.001719,5,5,0,0,0.0,0.0,0.0,0,-1,-1,0.00555,0.0061329999999999996,0.005648,0.004825,0.000782,0.00459,0.005146,0.005873,0.038547,1.036214,8,1.875,0,1,1.0,0.0
18103,ios,US,bb16a88d,0,0,1,1,1,1,4,2,4,7,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0,0,4,2,75.96000000000001,18.990000000000002,30.99,4,4,7,0.0,0.0,0.0,0.0,39.98,0.0,0.0,35.98,75.96000000000001,921.6651160000004,4,0.0,1,1,0.0,1.0
18104,android,RU,bb16a88d,9,1,3,2,2,1,10,2,0,2,3,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,10,2,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.0,0,0,0.0,0.0
18105,android,OTHER,92247aa9,2,0,2,1,2,1,1162,8,0,7,20,1,1,1,1,1,1,1,136,133,143,202,116,150,135,147,3,1,1159,1159,8,0.517242,0.0004462830025884383,0.004164,11,10,0,0,0.0,0.0,0.0,0,-1,-1,0.11394900000000001,0.030666,0.021057,0.07742,0.080369,0.031785,0.087517,0.074479,0.517242,2.592243999999999,8,0.375,0,1,1.0,0.0
18106,android,DE,bb16a88d,24,3,3,1,4,2,43,7,0,7,14,1,0,1,1,1,1,1,15,9,0,3,4,4,4,4,29,7,14,14,7,0.351995,0.0251425,0.101644,4,4,0,0,0.0,0.0,0.0,0,-1,-1,0.29831799999999997,0.009018,0.0,0.008447,0.008397,0.00532,0.01154,0.010955,0.351995,9.061373,8,4.142857142857143,0,1,1.0,0.0
18108,android,OTHER,bb16a88d,1,0,1,1,1,1,34,6,0,7,9,1,0,0,1,1,1,1,5,2,0,0,13,5,5,4,0,0,34,34,6,0.24893,0.007321470588235295,0.01929,4,4,0,0,0.0,0.0,0.0,0,-1,-1,0.032594,0.018533,0.0,0.0,0.050347,0.06129,0.035404,0.050762,0.24893,5.932323,8,0.0,0,1,1.0,0.0
18109,android,RU,92247aa9,27,3,2,2,3,1,653,8,0,7,23,1,1,1,1,1,1,1,144,138,57,23,85,50,87,69,28,7,624,624,8,0.649536,0.0010409230769230769,0.014021,10,9,1,1,8.180078758125955,8.180078758125955,8.180078758125955,1,0,0,8.504430758125954,0.17484,0.078722,0.012666,0.01021,0.013278,0.019133,0.016335,8.829614758125956,1.710144,8,3.5,1,1,0.07356334537724055,0.9264366546227593
18110,android,DE,92247aa9,0,0,3,1,3,1,761,8,0,7,23,1,1,1,1,1,1,1,72,136,99,93,84,94,79,104,176,8,585,585,8,1.023251,0.0017491470085470083,0.007672,7,6,0,0,0.0,0.0,0.0,0,-1,-1,0.102469,0.172743,0.15059,0.105171,0.096193,0.108697,0.07527,0.212118,1.023251,616.9336764322954,8,22.0,0,1,1.0,0.0
18111,android,FR,1e3b259e,0,0,1,1,1,1,93,8,0,7,17,1,1,1,1,1,1,1,10,18,18,13,7,3,13,11,92,8,0,0,0,0.0,0.0,0.0,0,0,1,1,11.621414113212817,11.621414113212817,11.621414113212817,1,2,2,0.0,0.0,11.621414113212817,0.0,0.0,0.0,0.0,0.0,11.621414113212817,0.451792,8,11.5,1,1,0.0,1.0
18112,ios,JP,92247aa9,0,0,2,2,2,2,8,4,0,6,4,0,1,1,0,0,1,0,5,0,1,1,0,0,1,0,5,1,2,2,2,0.048704,0.024352,0.031908,2,2,1,1,1.0184957953743627,1.0184957953743627,1.0184957953743627,1,2,2,0.0,0.0,1.0184957953743627,0.031908,0.0,0.0,0.016796,0.0,1.0671997953743628,2.224596213008585,7,1.25,1,1,0.04563719015980052,0.9543628098401994
18114,android,VN,92247aa9,12,1,3,1,3,2,1482,8,0,7,19,1,1,1,1,1,1,1,142,298,200,217,219,187,135,84,3,1,1479,1479,8,0.463817,0.0003136017579445571,0.002723,11,10,0,0,0.0,0.0,0.0,0,-1,-1,0.059648,0.164082,0.041096,0.038325,0.062515,0.035739,0.038981,0.023431,0.463817,2.003933,8,0.375,0,1,1.0,0.0
18115,ios,ES,92247aa9,12,1,2,2,2,2,7,1,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,1,2,2,1,0.10919299999999998,0.05459649999999999,0.068184,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.10919299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10919299999999998,0.0,1,5.0,0,0,1.0,0.0
18116,android,NL,92247aa9,0,0,3,2,4,2,1287,8,0,7,19,1,1,1,1,1,1,1,88,97,80,212,222,177,221,190,3,1,1284,1284,8,2.132293,0.0016606643302180687,0.012331,9,10,0,0,0.0,0.0,0.0,0,-1,-1,0.20227699999999998,0.232626,0.133148,0.389508,0.387778,0.320795,0.250824,0.215337,2.132293,235.9203704469778,8,0.375,0,1,1.0,0.0
18117,android,VN,8ad56f16,16,2,2,1,1,2,980,8,0,7,22,1,1,1,1,1,1,1,173,111,107,113,106,104,128,138,3,1,977,977,8,0.543928,0.000556732855680655,0.004056,10,10,0,0,0.0,0.0,0.0,0,-1,-1,0.069836,0.065999,0.048021,0.106886,0.060471,0.049872,0.062536,0.080307,0.543928,7.371026999999998,8,0.375,0,1,1.0,0.0
18118,android,IR,92247aa9,14,2,1,1,2,1,432,6,0,5,19,1,1,1,1,1,0,0,40,68,60,104,84,76,0,0,432,6,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,72.0,0,0,0.0,0.0
18119,android,RU,bb16a88d,19,2,2,1,2,2,8,4,0,7,4,0,0,1,1,0,0,1,2,0,0,1,3,0,0,2,2,1,6,6,3,0.18797,0.03132833333333333,0.058359,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.058359,0.087928,0.0,0.0,0.041683,0.18797,0.8055590000000001,8,0.5,0,1,1.0,0.0
18120,android,RU,92247aa9,0,0,3,1,3,2,380,8,0,7,23,1,1,1,1,1,1,1,96,42,95,25,7,25,20,70,39,6,341,341,8,0.532098,0.0015604046920821113,0.00675,11,10,0,0,0.0,0.0,0.0,0,-1,-1,0.15476700000000002,0.048568,0.094837,0.037208,0.01346,0.044449999999999996,0.029447,0.109361,0.532098,2.8242289999999994,8,4.875,0,1,1.0,0.0
18121,android,UA,92247aa9,24,3,2,1,2,1,403,8,0,7,20,1,1,1,1,1,1,1,27,71,71,117,54,30,19,14,0,0,403,403,8,0.830721,0.0020613424317617868,0.00599,12,11,0,0,0.0,0.0,0.0,0,-1,-1,0.069992,0.155943,0.149098,0.207014,0.112484,0.070434,0.03646,0.029296,0.830721,5.236308,8,0.0,0,1,1.0,0.0
18122,android,OTHER,92247aa9,4,0,2,1,2,2,215,8,0,7,21,1,1,1,1,1,1,1,46,25,22,19,28,14,29,32,8,2,207,207,8,0.451645,0.0021818599033816425,0.00528,8,7,0,0,0.0,0.0,0.0,0,-1,-1,0.063818,0.042187,0.045906,0.053903,0.057757,0.035762,0.065299,0.08701300000000001,0.451645,14.696933,8,1.0,0,1,1.0,0.0
18123,ios,US,bb16a88d,11,1,2,2,2,2,299,8,0,7,16,1,1,1,1,1,1,1,90,34,38,26,41,21,22,27,4,1,295,295,8,0.904888,0.0030674169491525425,0.067658,8,8,0,0,0.0,0.0,0.0,0,-1,-1,0.405552,0.075979,0.094503,0.069077,0.099361,0.049938,0.047972,0.062506,0.904888,10.800166,8,0.5,0,1,1.0,0.0
18124,android,RU,92247aa9,9,1,3,1,5,2,32,2,0,1,5,1,0,0,0,0,0,0,26,6,0,0,0,0,0,0,13,2,19,19,1,0.38781,0.020411052631578948,0.152838,3,3,0,0,0.0,0.0,0.0,0,-1,-1,0.38781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38781,0.1373599999999999,2,6.5,0,1,1.0,0.0
18125,android,OTHER,bb16a88d,3,0,2,2,2,2,11,1,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,0,0,0.0,0.0
18126,android,RU,92247aa9,4,0,3,1,2,2,13,6,0,5,6,1,1,1,1,1,0,0,5,1,2,2,1,2,0,0,5,1,8,8,5,0.39945600000000003,0.049932000000000004,0.069318,3,3,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.069318,0.087561,0.121396,0.062432,0.058749,0.0,0.0,0.39945600000000003,16.095763999999996,6,0.8333333333333334,0,1,1.0,0.0
18127,android,OTHER,92247aa9,1,0,3,1,2,2,181,8,0,7,22,1,1,1,1,1,1,1,26,89,18,12,12,7,7,10,93,8,82,82,2,20.199593,0.2463365,0.828571,6,5,6,3,59.109729564875174,9.851621594145863,20.90656956272315,6,1,4,3.282799,53.285532906937604,0.0,17.327230587493105,5.413760070444465,0.0,0.0,0.0,79.30932256487517,71.57291252958167,8,11.625,1,1,0.25469380328493785,0.7453061967150622
18128,android,IR,92247aa9,4,0,3,2,4,2,150,1,0,0,3,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,69,1,81,81,1,0.8084250000000001,0.009980555555555557,0.015719,4,4,0,0,0.0,0.0,0.0,0,-1,-1,0.8084250000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8084250000000001,0.0,1,69.0,0,0,1.0,0.0
18129,android,ES,0487c9df,17,2,2,1,3,2,26,1,0,0,3,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,22,1,4,4,1,0.235832,0.058958,0.058958,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.235832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235832,0.0,1,22.0,0,0,1.0,0.0
18130,android,RU,bb16a88d,0,0,2,1,1,2,17,4,0,7,7,0,0,0,1,0,1,1,5,0,0,0,1,0,8,3,4,1,5,5,2,0.368598,0.0737196,0.085836,2,2,8,4,108.74177240417791,13.592721550522239,37.84193465534471,8,0,7,12.199427416945824,0.0,0.0,0.0,21.198204094138045,0.0,61.93065018144387,13.782088711650163,109.1103704041779,717.5004517787542,8,1.0,1,1,0.003378212342553702,0.9966217876574464
18131,android,RU,92247aa9,19,2,3,1,2,2,7,3,0,3,5,1,0,1,0,0,0,0,4,2,0,1,0,0,0,0,6,2,1,1,1,0.179614,0.179614,0.179614,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.179614,0.0,0.0,0.0,0.0,0.179614,4.026576,4,2.0,0,1,1.0,0.0
18132,android,TR,92247aa9,3,0,1,1,1,1,4,1,3,3,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,1,0.322604,0.080651,0.089033,1,1,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.322604,0.0,0.0,0.0,0.0,0.322604,3.2192290000000003,1,0.0,0,1,1.0,0.0
18133,android,UZ,92247aa9,13,1,2,1,2,2,496,8,0,7,24,1,1,1,1,1,1,1,48,86,57,52,89,62,52,50,6,1,490,490,8,0.566973,0.0011570877551020408,0.006249,11,10,0,0,0.0,0.0,0.0,0,-1,-1,0.048271,0.10612,0.06209,0.04767,0.08620900000000001,0.068402,0.053459,0.094752,0.566973,4.621748,8,0.75,0,1,1.0,0.0
18134,ios,PL,bb16a88d,28,4,2,2,3,2,254,8,0,7,16,1,1,1,1,1,1,1,17,23,23,20,51,42,19,59,5,1,249,249,8,0.253401,0.0010176746987951807,0.003684,8,8,0,0,0.0,0.0,0.0,0,-1,-1,0.015536,0.031552000000000004,0.028376,0.028332,0.065386,0.033752,0.00995,0.040517,0.253401,1.806497,8,0.625,0,1,1.0,0.0
18135,android,FR,92247aa9,11,1,7,1,6,1,1911,8,0,7,17,1,1,1,1,1,1,1,245,147,490,441,49,98,245,196,1911,8,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,238.875,0,0,0.0,0.0
18136,android,RU,92247aa9,28,4,2,2,3,1,392,8,0,7,22,1,1,1,1,1,1,1,41,33,52,53,49,60,42,62,92,8,300,300,8,3.878556,0.01292852,0.075975,10,10,0,0,0.0,0.0,0.0,0,-1,-1,0.368596,0.258105,0.719072,0.434079,0.495148,0.462707,0.588947,0.551902,3.878556,29.620455999999997,8,11.5,0,1,1.0,0.0
18137,android,FR,92247aa9,2,0,3,1,4,2,1809,8,0,7,17,1,1,1,1,1,1,1,251,230,170,156,206,301,306,189,2,1,1807,1807,8,0.673805,0.00037288599889319314,0.019945,9,8,0,0,0.0,0.0,0.0,0,-1,-1,0.066524,0.08486,0.076988,0.028296,0.072307,0.094117,0.12838,0.122333,0.673805,8.452562,8,0.25,0,1,1.0,0.0
